index_mode,query_mode,radius_km,fallback,mAP@1k,R@1,R@5,R@10,dist@1km,dist@10km,dist@25km,dist@200km,dist@750km,dist@2500km,empty_rate,mean_candidates,median_candidates,rerank_ms_per_query,geoclip_ms_per_query,s4g_embed_ms_per_query,total_ms_per_query,total_queries
full,all,10.0,fallback_full,0.07883159698051395,0.05008561643835616,0.1016160102739726,0.133080051369863,0.08203125,0.24154537671232876,0.2887414383561644,0.445044948630137,0.690871147260274,0.910691352739726,0.0,125.92995505136986,85.0,0.05799353301919014,26.834280984213077,8.959651642551961,35.851926159784234,18688
full,all,inf,fallback_full,0.021632724203884263,0.008561643835616438,0.025845462328767124,0.0430222602739726,0.02108304794520548,0.06357020547945205,0.07544948630136987,0.14142765410958905,0.3348137842465753,0.7157534246575342,0.0,100539.0,100539.0,0.05439016763687019,26.834280984213077,8.959651642551961,35.84832279440191,18688
