epoch,loss,diag_sim,offdiag_sim,sim_margin,batch_acc,temperature,lr,epoch_seconds
20,1.822635929514892,0.4414260385245302,0.09319734029526258,0.34822869779419724,0.5498973540145985,0.06911195069551468,4.564815155368672e-05,770.7830593585968
21,1.7758647825596106,0.4514657013172651,0.09492025962167412,0.35654544188593423,0.5579949817518248,0.06833186000585556,4.0843029060201635e-05,759.9563615322113
22,1.711096102303832,0.45818086055508495,0.0930833557253554,0.3650975045714065,0.5764712591240876,0.06763756275177002,3.6130908475904105e-05,765.2009093761444
23,1.6905418321163985,0.4583752320630707,0.09166343666504334,0.3667117954388152,0.5766423357664233,0.06703298538923264,3.155717009792804e-05,767.2830860614777
24,1.6484680497733346,0.464403940487082,0.09308271802091686,0.3713212222078421,0.5920962591240876,0.06649679690599442,2.7165861527113103e-05,755.0390396118164
25,1.6178359870057906,0.4675515154852484,0.09287642263365488,0.374675093558583,0.595973996350365,0.06603442132472992,2.2999273465529692e-05,775.9598705768585
26,1.578259579891706,0.46697279571616734,0.08999639901801618,0.376976395936778,0.610059306569343,0.06564952433109283,1.9097532433899545e-05,765.1707510948181
27,1.5538057349894168,0.46261557730009956,0.08660557069373827,0.3760100076668454,0.616503193430657,0.06532878428697586,1.5498214331265893e-05,776.4596531391144
28,1.5112138505834734,0.46443089407725924,0.0825011304912776,0.38192976402105205,0.6216925182481752,0.06506872922182083,1.2235982558544513e-05,775.7406098842621
29,1.5121123386125495,0.467771976098527,0.08566528943496464,0.3821066868131178,0.626995894160584,0.06486575305461884,9.342254191024001e-06,771.3615343570709
30,1.494291219398053,0.4702843303663017,0.08476444668252103,0.38551988371097257,0.6317860401459854,0.06471149623394012,6.844897414756428e-06,772.5556654930115
31,1.4706310529778475,0.4683358599669742,0.08293182144526147,0.3854040384945208,0.6407390510948905,0.06459706276655197,4.767963140691305e-06,762.8584339618683
32,1.4661877005204667,0.4687899640441811,0.08211221503787232,0.38667774820414774,0.643305200729927,0.0645187646150589,3.1314533812556623e-06,760.4338977336884
33,1.464955794985277,0.4686180297693197,0.08224192328316017,0.3863761060646851,0.6391423357664233,0.06446642428636551,1.9511286200400934e-06,747.5556917190552
34,1.4377452163365636,0.4720930861730645,0.08324859292674673,0.3888444936406003,0.6460424270072993,0.0644330307841301,1.2383560297262576e-06,749.5427095890045
35,1.4579849114818295,0.4692956154798939,0.08332769958859812,0.3859679150755388,0.6395985401459854,0.06441245228052139,1.0000000000000002e-06,749.3509590625763
